Oly contig	SPID	SPID evalue	Gene Name
Ostrea_lur_contig6453	Q496A3	2.00E-07	SPAS1_HUMAN Spermatogenesis-associated serine-rich protein 1 OS=Homo sapiens GN=SPATS1 PE=2 SV=2
Ostrea_lur_contig6455	Q9CZP0	2.00E-49	UFSP1_MOUSE Ufm1-specific protease 1 OS=Mus musculus GN=Ufsp1 PE=1 SV=1
Ostrea_lur_contig6460	P20072	4.00E-125	ANXA7_BOVIN Annexin A7 OS=Bos taurus GN=ANXA7 PE=1 SV=2
Ostrea_lur_contig6462	P84811	1.00E-16	PWAP_HALLA Perlwapin OS=Haliotis laevigata PE=1 SV=1
Ostrea_lur_contig6463	Q8N7N5	2.00E-167	WD42A_MOUSE WD repeat-containing protein 42A OS=Mus musculus GN=Wdr42a PE=1 SV=1
Ostrea_lur_contig6466	P22892	6.00E-52	AP1G1_MOUSE AP-1 complex subunit gamma-1 OS=Mus musculus GN=Ap1g1 PE=1 SV=3
Ostrea_lur_contig6467	Q17LW0	2.00E-155	MYO7A_AEDAE Myosin-VIIa OS=Aedes aegypti GN=ck PE=3 SV=1
Ostrea_lur_contig6468	Q56R14	4.00E-48	TRI33_XENLA E3 ubiquitin-protein ligase TRIM33 OS=Xenopus laevis GN=trim33 PE=1 SV=1
Ostrea_lur_contig6470	O93610	8.00E-170	DPOD2_XENLA DNA polymerase delta subunit 2 OS=Xenopus laevis GN=pold2 PE=2 SV=1
Ostrea_lur_contig6472	Q9VN14	2.00E-154	CONT_DROME Contactin OS=Drosophila melanogaster GN=Cont PE=1 SV=2
Ostrea_lur_contig6480	P60510	0	PP4C_HUMAN Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens GN=PPP4C PE=1 SV=1
Ostrea_lur_contig6483	A7T0W1	7.00E-38	UXT_NEMVE Protein UXT homolog OS=Nematostella vectensis GN=v1g140887 PE=3 SV=1
Ostrea_lur_contig6484	Q5VZ89	2.00E-31	DEN4C_HUMAN DENN domain-containing protein 4C OS=Homo sapiens GN=DENND4C PE=1 SV=2
Ostrea_lur_contig6485	Q5U4T3	2.00E-14	RHG26_XENLA Rho GTPase-activating protein 26 OS=Xenopus laevis GN=arhgap26 PE=2 SV=1
Ostrea_lur_contig6487	O15439	8.00E-136	MRP4_HUMAN Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3
Ostrea_lur_contig6488	A2RRD8	3.00E-34	ZN320_HUMAN Zinc finger protein 320 OS=Homo sapiens GN=ZNF320 PE=2 SV=1
Ostrea_lur_contig649	Q32TF8	0	EFHC2_DANRE EF-hand domain-containing family member C2 OS=Danio rerio GN=efhc2 PE=2 SV=2
Ostrea_lur_contig6496	Q9HCE3	5.00E-13	ZN532_HUMAN Zinc finger protein 532 OS=Homo sapiens GN=ZNF532 PE=1 SV=2
Ostrea_lur_contig6497	Q5R9W3	9.00E-54	DERL1_PONAB Derlin-1 OS=Pongo abelii GN=DERL1 PE=2 SV=1
Ostrea_lur_contig6498	Q6RSH7	6.00E-05	VHLL_HUMAN Von Hippel-Lindau-like protein OS=Homo sapiens GN=VHLL PE=1 SV=1
Ostrea_lur_contig650	Q99471	1.00E-39	PFD5_HUMAN Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2
Ostrea_lur_contig6500	Q9R1P4	1.00E-139	PSA1_MOUSE Proteasome subunit alpha type-1 OS=Mus musculus GN=Psma1 PE=1 SV=1
Ostrea_lur_contig6501	Q8WUB8	6.00E-130	PHF10_HUMAN PHD finger protein 10 OS=Homo sapiens GN=PHF10 PE=1 SV=2
Ostrea_lur_contig6504	A7E2Y6	2.00E-09	HRT7A_BOVIN HEAT repeat-containing protein 7A OS=Bos taurus GN=HEATR7A PE=2 SV=1
Ostrea_lur_contig6506	O75486	2.00E-41	SUPT3_HUMAN Transcription initiation protein SPT3 homolog OS=Homo sapiens GN=SUPT3H PE=1 SV=2
Ostrea_lur_contig651	P99029	8.00E-49	"PRDX5_MOUSE Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2"
Ostrea_lur_contig6511	Q9DBG3	0	AP2B1_MOUSE AP-2 complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1
Ostrea_lur_contig6516	Q05B54	2.00E-16	TM134_BOVIN Transmembrane protein 134 OS=Bos taurus GN=TMEM134 PE=2 SV=2
Ostrea_lur_contig6517	Q5SQM0	3.00E-30	EMAL6_MOUSE Echinoderm microtubule-associated protein-like 6 OS=Mus musculus GN=Eml6 PE=2 SV=1
Ostrea_lur_contig6520	Q3TLH4	2.00E-11	BA2D1_MOUSE BAT2 domain-containing protein 1 OS=Mus musculus GN=Bat2d1 PE=1 SV=2
Ostrea_lur_contig6522	Q7YQK9	1.00E-10	TSN7_PONPY Tetraspanin-7 OS=Pongo pygmaeus GN=TSPAN7 PE=2 SV=1
Ostrea_lur_contig6523	Q3V2K1	5.00E-09	CX065_MOUSE Uncharacterized protein CXorf65 homolog OS=Mus musculus GN=Gm614 PE=2 SV=1
Ostrea_lur_contig6524	Q9CS00	2.00E-131	CS029_MOUSE Uncharacterized protein C19orf29 homolog OS=Mus musculus PE=1 SV=2
Ostrea_lur_contig6525	Q9CZV5	2.00E-54	ST65G_MOUSE STAGA complex 65 subunit gamma OS=Mus musculus GN=Supt7l PE=2 SV=1
Ostrea_lur_contig6526	Q9N1F5	4.00E-10	GSTO1_PIG Glutathione S-transferase omega-1 OS=Sus scrofa GN=GSTO1 PE=1 SV=2
Ostrea_lur_contig6528	Q9UHN6	5.00E-47	TMEM2_HUMAN Transmembrane protein 2 OS=Homo sapiens GN=TMEM2 PE=1 SV=1
Ostrea_lur_contig653	Q76KA2	1.00E-61	RL30_MACFA 60S ribosomal protein L30 OS=Macaca fascicularis GN=RPL30 PE=3 SV=3
Ostrea_lur_contig6531	Q9UJT9	1.00E-152	FBXL7_HUMAN F-box/LRR-repeat protein 7 OS=Homo sapiens GN=FBXL7 PE=1 SV=1
Ostrea_lur_contig6534	Q58DA1	6.00E-18	SPEF1_BOVIN Sperm flagellar protein 1 OS=Bos taurus GN=SPEF1 PE=2 SV=1
Ostrea_lur_contig6536	Q96RW7	6.00E-69	HMCN1_HUMAN Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
Ostrea_lur_contig6537	Q57951	4.00E-10	Y531_METJA Uncharacterized protein MJ0531 OS=Methanocaldococcus jannaschii GN=MJ0531 PE=3 SV=1
Ostrea_lur_contig6539	Q69ZS6	2.00E-31	SV2C_MOUSE Synaptic vesicle glycoprotein 2C OS=Mus musculus GN=Sv2c PE=1 SV=2
Ostrea_lur_contig6543	P63329	0	PP2BA_RAT Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1
Ostrea_lur_contig6544	Q9BXT8	8.00E-14	RNF17_HUMAN RING finger protein 17 OS=Homo sapiens GN=RNF17 PE=1 SV=3
Ostrea_lur_contig6546	P06172	4.00E-07	RETBP_XENLA Plasma retinol-binding protein OS=Xenopus laevis GN=rbp4 PE=2 SV=1
Ostrea_lur_contig6547	P21137	2.00E-55	KAPC_CAEEL cAMP-dependent protein kinase catalytic subunit OS=Caenorhabditis elegans GN=kin-1 PE=2 SV=3
Ostrea_lur_contig6549	Q5BJQ6	0	CSTF1_RAT Cleavage stimulation factor 50 kDa subunit OS=Rattus norvegicus GN=Cstf1 PE=2 SV=1
Ostrea_lur_contig6550	O15296	2.00E-71	LX15B_HUMAN Arachidonate 15-lipoxygenase type II OS=Homo sapiens GN=ALOX15B PE=2 SV=2
Ostrea_lur_contig6551	Q5ZJZ6	0	NCBP1_CHICK Nuclear cap-binding protein subunit 1 OS=Gallus gallus GN=NCBP1 PE=2 SV=1
Ostrea_lur_contig6552	Q5ZJB4	8.00E-46	IKKA_CHICK Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Gallus gallus GN=CHUK PE=2 SV=1
Ostrea_lur_contig6553	O75161	2.00E-102	NPHP4_HUMAN Nephrocystin-4 OS=Homo sapiens GN=NPHP4 PE=1 SV=2
Ostrea_lur_contig6556	P34528	2.00E-47	YM67_CAEEL Putative serine protease K12H4.7 OS=Caenorhabditis elegans GN=K12H4.7 PE=1 SV=2
Ostrea_lur_contig6557	Q62193	7.00E-59	RFA2_MOUSE Replication protein A 32 kDa subunit OS=Mus musculus GN=Rpa2 PE=1 SV=1
Ostrea_lur_contig6562	Q9DAK2	3.00E-114	PACRG_MOUSE Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=2 SV=1
Ostrea_lur_contig6563	Q5ZM88	3.00E-14	ASXL2_CHICK Putative Polycomb group protein ASXL2 OS=Gallus gallus GN=ASXL2 PE=2 SV=1
Ostrea_lur_contig6565	Q5ZM33	9.00E-26	HP1B3_CHICK Heterochromatin protein 1-binding protein 3 OS=Gallus gallus GN=HP1BP3 PE=2 SV=1
Ostrea_lur_contig6567	Q15751	0	HERC1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens GN=HERC1 PE=1 SV=1
Ostrea_lur_contig6568	Q6PCJ9	3.00E-31	PPT2A_XENLA Lysosomal thioesterase PPT2-A OS=Xenopus laevis GN=ppt2-A PE=2 SV=1
Ostrea_lur_contig6569	Q9D4W2	9.00E-26	CK065_MOUSE Uncharacterized protein C11orf65 homolog OS=Mus musculus PE=2 SV=1
Ostrea_lur_contig6571	Q6NY15	2.00E-25	TSG10_MOUSE Testis-specific gene 10 protein OS=Mus musculus GN=Tsga10 PE=1 SV=1
Ostrea_lur_contig6572	P56945	2.00E-05	BCAR1_HUMAN Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens GN=BCAR1 PE=1 SV=1
Ostrea_lur_contig6577	P16035	9.00E-08	TIMP2_HUMAN Metalloproteinase inhibitor 2 OS=Homo sapiens GN=TIMP2 PE=1 SV=2
Ostrea_lur_contig658	Q8JI28	4.00E-116	TLL1_XENLA Tolloid-like protein 1 OS=Xenopus laevis GN=tll1 PE=1 SV=1
Ostrea_lur_contig6580	Q2KJC9	0	AL7A1_BOVIN Alpha-aminoadipic semialdehyde dehydrogenase OS=Bos taurus GN=ALDH7A1 PE=2 SV=3
Ostrea_lur_contig6582	Q60525	8.00E-91	WAP53_MESAU WD40 repeat-containing protein encoded by RNA antisense to p53 OS=Mesocricetus auratus GN=Wrap53 PE=2 SV=1
Ostrea_lur_contig6583	Q99126	6.00E-05	CHS3_USTMA Chitin synthase 3 OS=Ustilago maydis GN=CHS3 PE=3 SV=2
Ostrea_lur_contig6585	Q2PS20	2.00E-76	JPH2_RAT Junctophilin-2 OS=Rattus norvegicus GN=Jph2 PE=2 SV=1
Ostrea_lur_contig6592	Q1LXC9	1.00E-53	INT3_DANRE Integrator complex subunit 3 OS=Danio rerio GN=ints3 PE=2 SV=1
Ostrea_lur_contig6595	Q0VFZ6	5.00E-37	CB077_HUMAN Uncharacterized protein C2orf77 OS=Homo sapiens GN=C2orf77 PE=2 SV=1
Ostrea_lur_contig6596	P62285	6.00E-05	ASPM_BOVIN Abnormal spindle-like microcephaly-associated protein homolog (Fragment) OS=Bos taurus GN=ASPM PE=2 SV=1
Ostrea_lur_contig6597	Q99KR8	1.00E-24	FUCO2_MOUSE Plasma alpha-L-fucosidase OS=Mus musculus GN=Fuca2 PE=2 SV=1
Ostrea_lur_contig6598	Q8WZ73	6.00E-52	RFFL_HUMAN E3 ubiquitin-protein ligase rififylin OS=Homo sapiens GN=RFFL PE=1 SV=1
Ostrea_lur_contig6599	A8I1Q0	8.00E-24	CALM_HETTR Calmodulin OS=Heterocapsa triquetra PE=2 SV=1
Ostrea_lur_contig66	P07439	4.00E-13	LEC3_MEGRO Lectin BRA-3 OS=Megabalanus rosa PE=1 SV=2
Ostrea_lur_contig660	P12276	0	FAS_CHICK Fatty acid synthase OS=Gallus gallus GN=FASN PE=1 SV=5
Ostrea_lur_contig6602	Q68CI2	4.00E-28	DOPO_CANFA Dopamine beta-hydroxylase OS=Canis familiaris GN=DBH PE=2 SV=1
Ostrea_lur_contig6604	P24495	2.00E-139	PSA2_XENLA Proteasome subunit alpha type-2 OS=Xenopus laevis GN=psma2 PE=2 SV=2
Ostrea_lur_contig6605	Q28Z18	7.00E-46	SETB1_DROPS Histone-lysine N-methyltransferase eggless OS=Drosophila pseudoobscura pseudoobscura GN=egg PE=3 SV=1
Ostrea_lur_contig6610	Q04893	2.00E-10	YM96_YEAST Uncharacterized protein YMR317W OS=Saccharomyces cerevisiae GN=YMR317W PE=2 SV=1
Ostrea_lur_contig6612	Q8HYL8	5.00E-100	ACOX1_PHACI Peroxisomal acyl-coenzyme A oxidase 1 OS=Phascolarctos cinereus GN=ACOX1 PE=1 SV=1
Ostrea_lur_contig6614	Q6DHQ1	3.00E-09	HVCN1_DANRE Voltage-gated hydrogen channel 1 OS=Danio rerio GN=hvcn1 PE=2 SV=1
Ostrea_lur_contig6615	Q91048	3.00E-30	PTK7_CHICK Tyrosine-protein kinase-like 7 OS=Gallus gallus GN=PTK7 PE=2 SV=1
Ostrea_lur_contig6616	P26697	5.00E-17	GSTA3_CHICK Glutathione S-transferase 3 OS=Gallus gallus PE=1 SV=2
Ostrea_lur_contig6617	P49579	1.00E-31	ACHB_XENLA Acetylcholine receptor subunit beta (Fragment) OS=Xenopus laevis GN=chrnb1 PE=2 SV=1
Ostrea_lur_contig6618	Q9BGI1	3.00E-45	"PRDX5_BOVIN Peroxiredoxin-5, mitochondrial OS=Bos taurus GN=PRDX5 PE=2 SV=2"
Ostrea_lur_contig6620	Q9H3P7	9.00E-49	GCP60_HUMAN Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4
Ostrea_lur_contig6622	Q5ZK33	2.00E-18	"LETM1_CHICK LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Gallus gallus GN=LETM1 PE=2 SV=1"
Ostrea_lur_contig6624	B8JMH0	2.00E-40	"CA069_DANRE Putative transferase C1orf69 homolog, mitochondrial OS=Danio rerio GN=ch1073-162b20.1 PE=3 SV=1"
Ostrea_lur_contig6625	B9A8D7	5.00E-09	SPI2_CRAVI Serine protease inhibitor Cvsi-2 OS=Crassostrea virginica GN=CVSI2 PE=1 SV=1
Ostrea_lur_contig6627	P59281	1.00E-52	K1688_MOUSE Uncharacterized protein KIAA1688 OS=Mus musculus GN=Kiaa1688 PE=1 SV=2
Ostrea_lur_contig6629	P49916	5.00E-30	DNLI3_HUMAN DNA ligase 3 OS=Homo sapiens GN=LIG3 PE=1 SV=2
Ostrea_lur_contig6631	Q06AT0	1.00E-64	HPCL1_PIG Hippocalcin-like protein 1 OS=Sus scrofa GN=HPCAL1 PE=2 SV=3
Ostrea_lur_contig6632	B5X5D0	2.00E-21	CI116_SALSA UPF0691 protein C9orf116 homolog OS=Salmo salar PE=2 SV=1
Ostrea_lur_contig6635	P30141	7.00E-08	MRP4_STRPY Fibrinogen- and Ig-binding protein OS=Streptococcus pyogenes GN=mrp4 PE=4 SV=1
Ostrea_lur_contig6637	P08640	4.00E-14	MUC1_YEAST Flocculation protein FLO11 OS=Saccharomyces cerevisiae GN=MUC1 PE=1 SV=2
Ostrea_lur_contig664	Q8TE73	0	"DYH5_HUMAN Dynein heavy chain 5, axonemal OS=Homo sapiens GN=DNAH5 PE=1 SV=3"
Ostrea_lur_contig6641	Q6ZZY0	0	CRY1_SYLBO Cryptochrome-1 OS=Sylvia borin GN=CRY1 PE=2 SV=1
Ostrea_lur_contig6642	Q8BKC5	3.00E-117	IPO5_MOUSE Importin-5 OS=Mus musculus GN=Ipo5 PE=1 SV=3
Ostrea_lur_contig6647	Q9UDR5	4.00E-175	"AASS_HUMAN Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Homo sapiens GN=AASS PE=1 SV=1"
Ostrea_lur_contig6648	Q9H3U1	5.00E-94	UN45A_HUMAN Protein unc-45 homolog A OS=Homo sapiens GN=UNC45A PE=1 SV=1
Ostrea_lur_contig6649	P48300	2.00E-56	FUCO_CANFA Tissue alpha-L-fucosidase OS=Canis familiaris GN=FUCA1 PE=2 SV=1
Ostrea_lur_contig6653	Q80U62	6.00E-20	K0226_MOUSE Uncharacterized protein KIAA0226 OS=Mus musculus GN=Kiaa0226 PE=1 SV=2
Ostrea_lur_contig6654	A1L2K1	8.00E-20	METRL_XENLA Meteorin-like protein OS=Xenopus laevis GN=metrnl PE=2 SV=1
Ostrea_lur_contig6656	Q9UNN5	2.00E-121	FAF1_HUMAN FAS-associated factor 1 OS=Homo sapiens GN=FAF1 PE=1 SV=2
Ostrea_lur_contig6658	Q6DFC2	7.00E-160	CCD77_XENLA Coiled-coil domain-containing protein 77 OS=Xenopus laevis GN=ccdc77 PE=2 SV=1
Ostrea_lur_contig666	P38542	3.00E-116	RAN_BRUMA GTP-binding nuclear protein Ran OS=Brugia malayi PE=2 SV=1
Ostrea_lur_contig6661	Q6P6R7	5.00E-92	SGSM3_RAT Small G protein signaling modulator 3 OS=Rattus norvegicus GN=Sgsm3 PE=2 SV=1
Ostrea_lur_contig6664	Q6PDI5	5.00E-16	ECM29_MOUSE Proteasome-associated protein ECM29 homolog OS=Mus musculus GN=Ecm29 PE=1 SV=2
Ostrea_lur_contig6665	O15075	0	DCLK1_HUMAN Serine/threonine-protein kinase DCLK1 OS=Homo sapiens GN=DCLK1 PE=1 SV=2
Ostrea_lur_contig6667	Q5U3U0	4.00E-87	PHYD1_DANRE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Danio rerio GN=phyhd1 PE=2 SV=1
Ostrea_lur_contig6669	Q5BBL4	1.00E-10	HSE1_EMENI Class E vacuolar protein-sorting machinery protein hse1 OS=Emericella nidulans GN=hse1 PE=3 SV=1
Ostrea_lur_contig6672	P22437	1.00E-83	PGH1_MOUSE Prostaglandin G/H synthase 1 OS=Mus musculus GN=Ptgs1 PE=2 SV=1
Ostrea_lur_contig6673	Q8TBF5	2.00E-25	PIGX_HUMAN Phosphatidylinositol-glycan biosynthesis class X protein OS=Homo sapiens GN=PIGX PE=2 SV=3
Ostrea_lur_contig6675	Q6NTV9	9.00E-46	NHP2_XENLA H/ACA ribonucleoprotein complex subunit 2-like protein OS=Xenopus laevis GN=nhp2 PE=2 SV=1
Ostrea_lur_contig668	Q7M3Y8	7.00E-08	TPM_TURCO Tropomyosin (Fragments) OS=Turbo cornutus PE=1 SV=1
Ostrea_lur_contig6680	Q06827	7.00E-07	CATR_SCHDU Caltractin OS=Scherffelia dubia PE=2 SV=1
Ostrea_lur_contig6681	P41041	1.00E-07	CALM_PNECA Calmodulin OS=Pneumocystis carinii PE=3 SV=1
Ostrea_lur_contig6683	P14755	3.00E-92	CRYL1_RABIT Lambda-crystallin OS=Oryctolagus cuniculus GN=CRYL1 PE=1 SV=3
Ostrea_lur_contig6684	P00727	8.00E-179	AMPL_BOVIN Cytosol aminopeptidase OS=Bos taurus GN=LAP3 PE=1 SV=3
Ostrea_lur_contig6687	O55234	3.00E-57	PSB5_MOUSE Proteasome subunit beta type-5 OS=Mus musculus GN=Psmb5 PE=1 SV=3
Ostrea_lur_contig6691	P42696	2.00E-45	RBM34_HUMAN RNA-binding protein 34 OS=Homo sapiens GN=RBM34 PE=1 SV=2
Ostrea_lur_contig6693	P30205	3.00E-26	WC11_BOVIN Antigen WC1.1 OS=Bos taurus PE=2 SV=1
Ostrea_lur_contig6699	P26221	1.00E-123	GUN4_THEFU Endoglucanase E-4 OS=Thermomonospora fusca GN=celD PE=1 SV=2
Ostrea_lur_contig67	Q34941	1.00E-14	COX1_LUMTE Cytochrome c oxidase subunit 1 OS=Lumbricus terrestris GN=COI PE=3 SV=1
Ostrea_lur_contig670	P28651	2.00E-16	CAH8_MOUSE Carbonic anhydrase-related protein OS=Mus musculus GN=Ca8 PE=1 SV=5
Ostrea_lur_contig6703	Q93050	3.00E-86	VPP1_HUMAN V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens GN=ATP6V0A1 PE=1 SV=3
Ostrea_lur_contig6704	Q09621	1.00E-54	LACT2_CAEEL Beta-lactamase domain-containing protein 2 OS=Caenorhabditis elegans GN=lact-2 PE=2 SV=1
Ostrea_lur_contig6705	Q6AYN2	3.00E-50	TMM66_RAT Transmembrane protein 66 OS=Rattus norvegicus GN=Tmem66 PE=2 SV=1
Ostrea_lur_contig6709	Q9VJ38	2.00E-54	"RM13_DROME 39S ribosomal protein L13, mitochondrial OS=Drosophila melanogaster GN=mRpL13 PE=3 SV=2"
Ostrea_lur_contig671	P25153	9.00E-79	UBCD6_DROME Ubiquitin-conjugating enzyme E2-17 kDa OS=Drosophila melanogaster GN=UbcD6 PE=2 SV=2
Ostrea_lur_contig6710	P82198	4.00E-25	BGH3_MOUSE Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus GN=Tgfbi PE=2 SV=1
Ostrea_lur_contig6712	Q02153	0	GCYB1_HUMAN Guanylate cyclase soluble subunit beta-1 OS=Homo sapiens GN=GUCY1B3 PE=1 SV=1
Ostrea_lur_contig6713	Q19673	5.00E-12	TYR3_CAEEL Putative tyrosinase-like protein tyr-3 OS=Caenorhabditis elegans GN=tyr-3 PE=2 SV=5
Ostrea_lur_contig6714	Q9W602	1.00E-18	SSRP1_XENLA FACT complex subunit SSRP1 OS=Xenopus laevis GN=ssrp1 PE=1 SV=1
Ostrea_lur_contig6716	Q5VT66	2.00E-42	"MOSC1_HUMAN MOSC domain-containing protein 1, mitochondrial OS=Homo sapiens GN=MOSC1 PE=1 SV=1"
Ostrea_lur_contig6717	O43933	0	PEX1_HUMAN Peroxisome biogenesis factor 1 OS=Homo sapiens GN=PEX1 PE=1 SV=1
Ostrea_lur_contig6720	O75096	9.00E-06	LRP4_HUMAN Low-density lipoprotein receptor-related protein 4 OS=Homo sapiens GN=LRP4 PE=2 SV=4
Ostrea_lur_contig6723	Q96BD5	6.00E-48	PF21A_HUMAN PHD finger protein 21A OS=Homo sapiens GN=PHF21A PE=1 SV=1
Ostrea_lur_contig6724	Q69FH1	5.00E-10	CLC4D_RAT C-type lectin domain family 4 member D OS=Rattus norvegicus GN=Clec4d PE=2 SV=1
Ostrea_lur_contig6729	Q9HBI1	4.00E-98	PARVB_HUMAN Beta-parvin OS=Homo sapiens GN=PARVB PE=1 SV=1
Ostrea_lur_contig673	Q6PE13	6.00E-06	PRRT3_MOUSE Proline-rich transmembrane protein 3 OS=Mus musculus GN=Prrt3 PE=1 SV=1
Ostrea_lur_contig6733	P27105	2.00E-51	STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens GN=STOM PE=1 SV=3
Ostrea_lur_contig6734	Q28178	9.00E-25	TSP1_BOVIN Thrombospondin-1 OS=Bos taurus GN=THBS1 PE=2 SV=2
Ostrea_lur_contig6739	P28572	3.00E-05	SC6A9_RAT Sodium- and chloride-dependent glycine transporter 1 OS=Rattus norvegicus GN=Slc6a9 PE=1 SV=1
Ostrea_lur_contig674	P80928	7.00E-26	MIF_PIG Macrophage migration inhibitory factor OS=Sus scrofa GN=MIF PE=1 SV=3
Ostrea_lur_contig6744	P23468	0	PTPRD_HUMAN Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2
Ostrea_lur_contig6745	Q38871	4.00E-07	CDPK5_ARATH Calcium-dependent protein kinase 5 OS=Arabidopsis thaliana GN=CPK5 PE=1 SV=1
Ostrea_lur_contig6746	O14562	3.00E-98	UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1 OS=Homo sapiens GN=UBFD1 PE=1 SV=1
Ostrea_lur_contig6747	Q96S55	1.00E-139	WRIP1_HUMAN ATPase WRNIP1 OS=Homo sapiens GN=WRNIP1 PE=1 SV=2
Ostrea_lur_contig6750	Q2Y0W8	7.00E-154	S4A8_HUMAN Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens GN=SLC4A8 PE=1 SV=1
Ostrea_lur_contig6751	Q9Z0V5	7.00E-89	PRDX4_RAT Peroxiredoxin-4 OS=Rattus norvegicus GN=Prdx4 PE=2 SV=1
Ostrea_lur_contig6752	Q6AYL5	8.00E-121	SF3B4_RAT Splicing factor 3B subunit 4 OS=Rattus norvegicus GN=Sf3b4 PE=2 SV=1
Ostrea_lur_contig6753	Q8C726	5.00E-145	BTBD9_MOUSE BTB/POZ domain-containing protein 9 OS=Mus musculus GN=Btbd9 PE=2 SV=1
Ostrea_lur_contig6756	Q7RTS6	2.00E-07	OTOP2_HUMAN Otopetrin-2 OS=Homo sapiens GN=OTOP2 PE=2 SV=2
Ostrea_lur_contig6759	Q9DAM1	2.00E-109	LRC34_MOUSE Leucine-rich repeat-containing protein 34 OS=Mus musculus GN=Lrrc34 PE=2 SV=1
Ostrea_lur_contig676	Q3SZ90	7.00E-89	RL13A_BOVIN 60S ribosomal protein L13a OS=Bos taurus GN=RPL13A PE=2 SV=3
Ostrea_lur_contig6765	Q4UMH6	4.00E-13	Y381_RICFE Putative ankyrin repeat protein RF_0381 OS=Rickettsia felis GN=RF_0381 PE=4 SV=1
Ostrea_lur_contig6767	A3KMZ6	2.00E-66	"COX11_BOVIN Cytochrome c oxidase assembly protein COX11, mitochondrial OS=Bos taurus GN=COX11 PE=2 SV=1"
Ostrea_lur_contig6768	Q2KIN5	3.00E-101	HEM3_BOVIN Porphobilinogen deaminase OS=Bos taurus GN=HMBS PE=2 SV=1
Ostrea_lur_contig6769	Q5XH14	1.00E-174	VATC1_XENLA V-type proton ATPase subunit C 1 OS=Xenopus laevis GN=atp6v1c1 PE=2 SV=1
Ostrea_lur_contig677	Q7T3N7	5.00E-97	RL15_CYPCA 60S ribosomal protein L15 OS=Cyprinus carpio GN=rpl15 PE=2 SV=3
Ostrea_lur_contig6770	Q7ZYF1	6.00E-36	DJ27A_XENLA DnaJ homolog subfamily C member 27-A OS=Xenopus laevis GN=dnajc27-A PE=2 SV=1
Ostrea_lur_contig6777	B9A8D7	6.00E-05	SPI2_CRAVI Serine protease inhibitor Cvsi-2 OS=Crassostrea virginica GN=CVSI2 PE=1 SV=1
Ostrea_lur_contig6778	A5D9D4	3.00E-08	MSTO1_BOVIN Protein misato homolog 1 OS=Bos taurus GN=MSTO1 PE=2 SV=2
Ostrea_lur_contig6779	P46530	6.00E-11	NOTC1_DANRE Neurogenic locus notch homolog protein 1 OS=Danio rerio GN=notch1a PE=2 SV=1
Ostrea_lur_contig6781	Q66KI9	2.00E-62	NSUN4_XENTR Putative methyltransferase NSUN4 OS=Xenopus tropicalis GN=nsun4 PE=2 SV=1
Ostrea_lur_contig6782	P11046	2.00E-35	LAMB1_DROME Laminin subunit beta-1 OS=Drosophila melanogaster GN=LanB1 PE=1 SV=4
Ostrea_lur_contig6784	Q8NG66	2.00E-13	NEK11_HUMAN Serine/threonine-protein kinase Nek11 OS=Homo sapiens GN=NEK11 PE=1 SV=1
Ostrea_lur_contig6788	O00170	4.00E-104	AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens GN=AIP PE=1 SV=2
Ostrea_lur_contig6789	P49869	2.00E-40	HR38_DROME Probable nuclear hormone receptor HR38 OS=Drosophila melanogaster GN=Hr38 PE=1 SV=3
Ostrea_lur_contig679	Q865C5	2.00E-42	UBIQ_CAMDR Ubiquitin OS=Camelus dromedarius PE=3 SV=2
Ostrea_lur_contig6792	Q9V0D5	5.00E-56	MDH_PYRAB Malate dehydrogenase OS=Pyrococcus abyssi GN=mdh PE=3 SV=1
Ostrea_lur_contig6793	O88554	2.00E-59	PARP2_MOUSE Poly [ADP-ribose] polymerase 2 OS=Mus musculus GN=Parp2 PE=1 SV=3
